COD_S11,GENDER,EDU_FATHER,EDU_MOTHER,OCC_FATHER,OCC_MOTHER,STRATUM,SISBEN,PEOPLE_HOUSE,,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,REVENUE,JOB,SCHOOL_NAME,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,COD_SPRO,UNIVERSITY,ACADEMIC_PROGRAM,QR_PRO,CR_PRO,CC_PRO,ENG_PRO,WC_PRO,FEP_PRO,G_SC,PERCENTILE,2ND_DECILE,QUARTILE,SEL,SEL_IHE
SB11201210038129,F,Not sure,Not sure,0,0,Stratum 2,It is not classified by the SISBEN,Three,,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COL DE LA SANTISIMA TRINIDAD,PRIVATE,TECHNICAL,63,62,57,56,64,EK201830020418,UNIVERSIDAD DE IBAGUE-IBAGUE,INDUSTRIAL ENGINEERING,90,78,82,47,82,120,171,84,5,4,2,2
SB11201210038205,M,Complete professional education,Complete Secundary,Entrepreneur ,Home,Stratum 6,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,ASPAEN COLEGIO JUANAMBÚ,PRIVATE,ACADEMIC,64,65,61,64,78,EK201830235953,UNIVERSIDAD AUTONOMA DE OCCIDENTE-CALI,MECHANICAL ENGINEERING,98,87,87,95,96,161,196,98,5,4,4,3
SB11201210038274,F,Complete Secundary,Complete Secundary,Independent,Independent,Stratum 5,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL NTRA SRA DE LA ANUNCIACION,PRIVATE,TECHNICAL,60,60,59,67,70,EK201830133664,UNIVERSIDAD AUTONOMA DE OCCIDENTE-CALI,INDUSTRIAL ENGINEERING,83,85,63,65,62,188,166,79,4,4,3,3
SB11201210038359,M,Postgraduate education,Incomplete Professional Education,Technical or professional level employee,Operator,Stratum 2,It is not classified by the SISBEN,Six,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COMFANDI MIRAFLORES,PRIVATE,ACADEMIC,80,75,61,81,96,EK201830041453,UNIVERSIDAD DEL VALLE-CALI,ELECTRONIC ENGINEERING,97,97,96,100,82,172,202,99,5,4,3,2
SB11201210038682,M,Complete professional education,Complete technique or technology,Retired,Small entrepreneur ,Stratum 3,It is not classified by the SISBEN,Two,,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,No,COLEGIO PARROQUIAL NUESTRA SEÑORA DE GUADALUPE,PRIVATE,TECHNICAL,69,67,78,100,62,EK201830005994,UNIVERSIDAD DEL VALLE-CALI,CHEMICAL ENGINEERING,97,96,100,49,59,187,185,94,5,4,4,2
SB11201210038861,M,Complete Secundary,Complete Secundary,Executive,Other occupation,Stratum 3,It is not classified by the SISBEN,Nueve,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COLEGIO MILITAR ALMIRANTE COLON DE CALI,PRIVATE,ACADEMIC,60,60,61,61,59,EK201830133600,UNIVERSIDAD AUTONOMA DE OCCIDENTE-CALI,INDUSTRIAL ENGINEERING,84,79,73,91,87,174,179,90,5,4,2,3
SB11201210039098,M,Complete professional education,Complete professional education,Retired,Technical or professional level employee,Stratum 5,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COLEGIO SAN FRANCISCO JAVIER,PRIVATE,ACADEMIC,65,47,29,56,54,EK201830193813,PONTIFICIA UNIVERSIDAD JAVERIANA-CALI,CIVIL ENGINEERING,83,48,41,66,34,119,151,58,3,3,4,2
SB11201210039571,M,Complete professional education,Complete professional education,Technical or professional level employee,Retired,Stratum 5,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,CORPORACION CULTURAL COLEGIO ALEMAN,PRIVATE,ACADEMIC,74,81,61,75,82,EK201830192396,PONTIFICIA UNIVERSIDAD JAVERIANA-CALI,INDUSTRIAL ENGINEERING,88,85,84,98,63,124,183,93,5,4,4,2
SB11201210039622,M,Complete Secundary,Complete Secundary,Independent,Independent,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COL MAYOR SANTIAGO DE CALI,PRIVATE,ACADEMIC,60,60,65,70,75,EK201830045617,UNIVERSIDAD DEL VALLE-CALI,ELECTRIC ENGINEERING,92,89,87,90,14,186,174,87,5,4,2,2
SB11201210047391,M,Complete professional education,Complete professional education,Auxiliary or Administrative,Auxiliary or Administrative,Stratum 5,It is not classified by the SISBEN,Four,,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Between 3 and less than 5 LMMW,No,LICEO DE LOS ANDES,PRIVATE,ACADEMIC,74,62,56,64,73,EK201830192358,PONTIFICIA UNIVERSIDAD JAVERIANA-CALI,INDUSTRIAL ENGINEERING,99,29,26,90,7,102,152,60,4,3,2,2
SB11201210048622,M,Complete Secundary,Incomplete Secundary,Operator,Home,Stratum 2,It is not classified by the SISBEN,Three,,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,INST TEC CIAL E INDUSTRIAL PROVIDENCIA,PRIVATE,TECHNICAL/ACADEMIC,69,62,68,73,46,EK201830113131,UNIVERSIDAD AUTONOMA DE OCCIDENTE-CALI,ELECTRIC ENGINEERING AND TELECOMMUNICATIONS,82,97,64,77,64,162,174,87,5,4,2,3
SB11201210048704,M,Incomplete Professional Education,Incomplete Professional Education,Auxiliary or Administrative,Auxiliary or Administrative,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL SANTA INES CAMPESTRE,PRIVATE,ACADEMIC,65,51,51,61,53,EK201830157407,UNIVERSIDAD SANTIAGO DE CALI-CALI,ELECTRONIC ENGINEERING,94,80,69,68,33,165,167,79,4,4,4,2
SB11201210048792,M,Complete professional education,Complete professional education,Executive,Home,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL AGUSTINIANO CAMPESTRE,PRIVATE,ACADEMIC,67,67,68,58,75,EK201830051847,UNIVERSIDAD DEL VALLE-CALI,ELECTRIC ENGINEERING,78,75,78,85,27,169,167,79,4,4,2,2
SB11201210048818,M,Complete technique or technology,Complete professional education,Independent professional,Auxiliary or Administrative,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,COL AGUSTINIANO CAMPESTRE,PRIVATE,ACADEMIC,67,58,59,58,78,EK201830193652,PONTIFICIA UNIVERSIDAD JAVERIANA-CALI,INDUSTRIAL ENGINEERING,83,53,3,86,42,139,148,54,3,3,4,2
SB11201210048827,F,Incomplete Professional Education,Complete Secundary,Independent,Home,Stratum 2,Level 1,Four,,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COL AGUSTINIANO CAMPESTRE,PRIVATE,ACADEMIC,77,81,68,66,73,EK201830188727,UNIVERSIDAD DEL VALLE-CALI,CIVIL ENGINEERING,100,59,80,77,51,157,174,86,5,4,2,2
SB11201210048937,F,Complete professional education,Complete professional education,Independent professional,Independent professional,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,HERMANAS BETHLEMITAS PROV. DEL SAGRADO CORAZON DE JESUS,PRIVATE,ACADEMIC,67,58,56,61,49,EK201830192371,PONTIFICIA UNIVERSIDAD JAVERIANA-CALI,INDUSTRIAL ENGINEERING,40,13,77,85,41,138,150,56,3,3,4,2
SB11201210048989,M,Complete professional education,Postgraduate education,Entrepreneur ,Entrepreneur ,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,SEM DE CRISTO SACERDOTE,PRIVATE,ACADEMIC,72,75,68,70,71,EK201830002726,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,89,81,99,97,75,146,192,97,5,4,4,4
SB11201210051179,F,Complete professional education,Incomplete Secundary,Independent,Operator,Stratum 2,Level 2,Four,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL COMFANDI - YUMBO,PRIVATE,ACADEMIC,54,55,59,58,55,EK201830235270,PONTIFICIA UNIVERSIDAD JAVERIANA-CALI,CIVIL ENGINEERING,75,93,86,50,2,170,156,65,4,3,2,2
SB11201210051419,F,Complete Secundary,Complete professional education,Operator,Technical or professional level employee,Stratum 2,Level 2,Four,,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COL GIMNASIO NORTE DEL VALLE,PRIVATE,ACADEMIC,61,67,57,63,44,EK201830165452,UNIVERSIDAD DEL VALLE-CALI,INDUSTRIAL ENGINEERING,97,77,88,75,62,165,178,89,5,4,2,2
SB11201210053261,M,Incomplete Professional Education,Incomplete Professional Education,Entrepreneur ,Home,Stratum 6,It is not classified by the SISBEN,Six,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COLEGIO KARL C PARRISH,PRIVATE,ACADEMIC,71,63,56,72,88,EK201830242151,UNIVERSIDAD DEL NORTE-BARRANQUILLA,INDUSTRIAL ENGINEERING,98,83,60,100,79,193,187,95,5,4,4,4
SB11201210053277,F,Complete professional education,Complete professional education,Small entrepreneur ,Home,Stratum 3,It is not classified by the SISBEN,Eight,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COLEGIO KARL C PARRISH,PRIVATE,ACADEMIC,72,49,59,63,92,EK201830127591,UNIVERSIDAD DEL NORTE-BARRANQUILLA,CIVIL ENGINEERING,96,45,42,97,76,169,172,85,5,4,4,4
SB11201210053329,M,Postgraduate education,Postgraduate education,Executive,Technical or professional level employee,Stratum 5,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COLEGIO MARYMOUNT,PRIVATE,ACADEMIC,80,67,68,81,80,EK201830064823,UNIVERSIDAD DEL NORTE-BARRANQUILLA,INDUSTRIAL ENGINEERING,96,80,83,100,29,188,183,93,5,4,4,4
SB11201210053371,M,Complete professional education,Complete professional education,Entrepreneur ,Independent,Stratum 6,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,COLEGIO MARYMOUNT,PRIVATE,ACADEMIC,73,68,63,72,82,EK201830064824,UNIVERSIDAD DEL NORTE-BARRANQUILLA,INDUSTRIAL ENGINEERING,99,91,88,98,81,187,196,98,5,4,4,4
SB11201210053386,M,Complete Secundary,Complete Secundary,Small entrepreneur ,Home,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COLEGIO DE SAN JOSE,PRIVATE,ACADEMIC,63,58,39,64,76,EK201830033205,UNIVERSIDAD AUTONOMA DEL CARIBE-BARRANQUILLA,MECHANICAL ENGINEERING,88,1,25,94,94,152,155,64,4,3,1,2
SB11201210053432,M,Complete technique or technology,Complete professional education,Independent,Independent professional,Stratum 5,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COLEGIO DE SAN JOSE,PRIVATE,ACADEMIC,72,60,65,64,78,EK201830154590,"CORPORACION UNIVERSIDAD DE LA COSTA, CUC-BARRANQUILLA",CIVIL ENGINEERING,100,95,34,99,12,185,176,88,5,4,2,2
SB11201210053437,M,Postgraduate education,Postgraduate education,Executive,Executive,Stratum 4,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COLEGIO DE SAN JOSE,PRIVATE,ACADEMIC,62,62,56,65,71,EK201830171932,UNIVERSIDAD AUTONOMA DEL CARIBE-BARRANQUILLA,ELECTRIC ENGINEERING AND TELECOMMUNICATIONS,78,58,70,76,38,173,160,71,4,3,4,2
SB11201210053537,M,Complete professional education,Complete professional education,Entrepreneur ,Independent,Stratum 6,It is not classified by the SISBEN,Four,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 7 and less than 10 LMMW,No,COLEGIO ALTAMIRA,PRIVATE,ACADEMIC,72,65,56,66,96,EK201830217680,UNIVERSIDAD DEL NORTE-BARRANQUILLA,INDUSTRIAL ENGINEERING,92,84,73,97,90,163,187,95,5,4,2,4
SB11201210053568,F,Complete Secundary,Complete Secundary,Independent,Home,Stratum 5,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COLEGIO ANGLOCOLOMBIA,PRIVATE,ACADEMIC,56,60,49,44,64,EK201830152416,"CORPORACION UNIVERSIDAD DE LA COSTA, CUC-BARRANQUILLA",CIVIL ENGINEERING,67,11,49,82,74,141,153,61,4,3,3,2
SB11201210053574,M,Postgraduate education,Postgraduate education,Entrepreneur ,Independent professional,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,COLEGIO ANGLOCOLOMBIA,PRIVATE,ACADEMIC,51,54,48,48,39,EK201830122309,UNIVERSIDAD AUTONOMA DEL CARIBE-BARRANQUILLA,INDUSTRIAL ENGINEERING,89,9,8,58,59,119,139,39,2,2,4,2
SB11201210053786,F,Complete professional education,Complete professional education,Independent professional,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Six,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,INSTITUTO PARA EL DESARROLLO DEL POTENCIAL HUMANO,PRIVATE,ACADEMIC,51,49,48,57,59,EK201830129786,UNIVERSIDAD DEL ATLANTICO-BARRANQUILLA,MECHANICAL ENGINEERING,46,25,5,86,19,141,135,32,2,2,3,2
SB11201210053799,F,Complete professional education,Complete professional education,Executive,Small entrepreneur ,Stratum 6,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,INSTITUTO PARA EL DESARROLLO DEL POTENCIAL HUMANO,PRIVATE,ACADEMIC,74,60,57,68,80,EK201830040309,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,ELECTRIC ENGINEERING,100,93,65,91,27,167,180,91,5,4,4,4
SB11201210053825,F,Complete Secundary,Incomplete primary ,Independent,Other occupation,Stratum 1,It is not classified by the SISBEN,Four,,No,No,No,Yes,No,No,No,Yes,Yes,No,less than 1 LMMW,No,FUNDACION EDUCATIVA MADRE BUTLER,PRIVATE,ACADEMIC,55,68,56,55,62,EK201830150875,"CORPORACION UNIVERSIDAD DE LA COSTA, CUC-BARRANQUILLA",INDUSTRIAL ENGINEERING,12,33,51,61,52,125,138,37,2,2,2,2
SB11201210053890,M,Complete professional education,Complete professional education,Executive,Executive,Stratum 6,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COLEGIO REAL (ROYAL SCHOOL),PRIVATE,ACADEMIC,67,62,59,75,88,EK201830096770,UNIVERSIDAD DEL NORTE-BARRANQUILLA,ELECTRIC ENGINEERING,98,100,89,100,93,153,220,100,5,4,4,4
SB11201210053912,M,Incomplete Professional Education,Complete professional education,Independent,Independent professional,Stratum 6,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,INTERNATIONAL BERCKLEY SCHOOL,PRIVATE,ACADEMIC,72,52,48,61,82,EK201830143402,"CORPORACION UNIVERSIDAD DE LA COSTA, CUC-BARRANQUILLA",INDUSTRIAL ENGINEERING,72,91,72,93,71,167,177,89,5,4,4,2
SB11201210054706,M,Postgraduate education,Postgraduate education,Retired,Executive,Stratum 6,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,COLEGIO TILATA                                                  ,PRIVATE,ACADEMIC,74,81,83,85,92,EK201830014789,UNIVERSIDAD EAFIT--MEDELLIN,MECHANICAL ENGINEERING,83,91,100,100,93,205,203,99,5,4,4,4
SB11201210054712,M,Postgraduate education,Postgraduate education,Executive,Operator,Stratum 4,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,10 or more LMMW,No,COLEGIO TILATA                                                  ,PRIVATE,ACADEMIC,74,62,68,75,88,EK201830002396,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,67,75,78,96,67,185,175,87,5,4,4,4
SB11201210054864,M,Complete Secundary,Complete Secundary,Operator,Operator,Stratum 3,It is not classified by the SISBEN,Six,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,"Yes, 20 hours or more per week",COL HEISENBERG SEDE KENNEDY                                                                         ,PRIVATE,ACADEMIC,54,54,45,55,49,EK201830119663,UNIVERSIDAD COOPERATIVA DE COLOMBIA-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,97,3,8,44,12,114,129,23,2,1,2,2
SB11201210054887,F,Complete professional education,Complete Secundary,Small entrepreneur ,Small entrepreneur ,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,COL HEISENBERG SEDE KENNEDY                                                                         ,PRIVATE,ACADEMIC,53,52,36,49,64,EK201830198173,"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.",CIVIL ENGINEERING,100,99,10,85,71,71,177,88,5,4,2,3
SB11201210055143,F,Incomplete primary ,Complete primary ,Operator,Operator,Stratum 2,Level 1,Two,,No,No,No,No,No,Yes,Yes,No,No,Yes,Between 1 and less than 2 LMMW,No,COL TRIANGULO KENNEDY,PRIVATE,ACADEMIC,46,67,53,58,100,EK201830195230,POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,35,1,2,8,62,120,110,5,1,1,1,2
SB11201210055580,M,Complete primary ,Complete Secundary,Entrepreneur ,Small entrepreneur ,Stratum 2,Level 2,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,"Yes, 20 hours or more per week",LIC  PSICOPEDAG EL CARMELO,PRIVATE,ACADEMIC,54,57,45,51,40,EK201830067485,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,61,20,11,18,49,97,130,24,2,1,2,2
SB11201210056012,F,Incomplete Professional Education,Complete Secundary,Retired,Auxiliary or Administrative,Stratum 3,It is not classified by the SISBEN,Two,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COL CALATRAVA,PRIVATE,ACADEMIC,80,62,59,64,75,EK201830058992,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,CIVIL ENGINEERING,100,81,98,87,80,179,193,97,5,4,3,2
SB11201210056040,F,Complete professional education,Complete professional education,Entrepreneur ,Independent,Stratum 6,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,GIMNASIO LOS PORTALES COLEGIO BILINGÜE,PRIVATE,ACADEMIC,74,55,66,64,80,EK201830002687,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,84,81,88,98,54,168,181,91,5,4,4,4
SB11201210056461,M,Complete technique or technology,Postgraduate education,Independent,Executive,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COL NUEVO REINO DE GRANADA,PRIVATE,ACADEMIC,63,53,51,52,73,EK201830004167,FUNDACION UNIVERSIDAD DE AMERICA-BOGOTÁ D.C.,CHEMICAL ENGINEERING,82,33,22,76,71,124,153,61,4,3,2,4
SB11201210056474,M,Complete professional education,Complete professional education,Executive,Executive,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,COL NUEVO REINO DE GRANADA,PRIVATE,ACADEMIC,61,60,59,55,76,EK201830100422,UNIVERSIDAD SERGIO ARBOLEDA-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,92,85,23,95,95,118,178,89,5,4,4,4
SB11201210056571,M,Postgraduate education,Complete professional education,Executive,Executive,Stratum 5,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,COL SAN CARLOS                                                                                      ,PRIVATE,ACADEMIC,63,75,53,75,88,EK201830052569,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,MECHANICAL ENGINEERING,93,98,93,98,76,125,195,98,5,4,4,4
SB11201210056780,M,Complete professional education,Complete professional education,Entrepreneur ,Home,Stratum 5,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,COLEGIO DE INGLATERRA (THE ENGLISH SCHOOL),PRIVATE,ACADEMIC,67,43,48,68,85,EK201830036154,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C.,CIVIL ENGINEERING,47,35,43,93,34,148,151,59,3,3,4,4
SB11201210057000,M,Complete professional education,Complete professional education,Independent,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL JOSE MAX LEON,PRIVATE,ACADEMIC,83,81,68,81,82,EK201830003378,FUNDACION UNIVERSIDAD DE AMERICA-BOGOTÁ D.C.,CHEMICAL ENGINEERING,100,86,100,98,98,167,208,100,5,4,2,4
SB11201210057063,M,Postgraduate education,Complete professional education,Executive,Small entrepreneur ,Stratum 4,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,COL SAN BARTOLOME LA MERCED,PRIVATE,ACADEMIC,67,62,45,64,70,EK201830234246,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,90,51,68,90,88,155,175,87,5,4,4,4
SB11201210057105,M,Postgraduate education,Postgraduate education,Operator,Operator,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,COL SAN BARTOLOME LA MERCED,PRIVATE,ACADEMIC,77,75,61,81,100,EK201830052499,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,MECHANICAL ENGINEERING,95,98,97,100,34,155,194,98,5,4,4,4
SB11201210057316,F,Postgraduate education,Postgraduate education,Entrepreneur ,Independent professional,Stratum 6,It is not classified by the SISBEN,Six,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,ASPAEN GIMNASIO IRAGUA,PRIVATE,ACADEMIC,71,67,64,68,88,EK201830084238,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,91,97,93,96,86,162,195,98,5,4,4,4
SB11201210057738,F,Postgraduate education,Postgraduate education,Technical or professional level employee,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Three,,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,ESC. NORMAL SUPERIOR DISTRITAL MARIA MONTESSORI (IED),PUBLIC,TECHNICAL/ACADEMIC,62,53,50,52,49,EK201830128795,UNIVERSIDAD CATOLICA DE COLOMBIA-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,59,53,25,38,3,159,131,26,2,2,4,2
SB11201210057801,F,Complete professional education,Complete professional education,Independent professional,Independent,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,COL SAN JORGE DE INGLATERRA,PRIVATE,ACADEMIC,83,65,76,85,92,EK201830056859,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,ELECTRONIC ENGINEERING,91,93,88,97,78,181,190,96,5,4,4,2
SB11201210057900,M,Postgraduate education,Postgraduate education,Executive,Technical or professional level employee,Stratum 5,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,LIC FRANCES LOUIS PASTEUR,PRIVATE,TECHNICAL/ACADEMIC,67,75,72,78,96,EK201830053402,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,MECHANICAL ENGINEERING,99,66,97,100,80,174,195,98,5,4,3,4
SB11201210057946,M,Complete technique or technology,Complete technique or technology,Entrepreneur ,Entrepreneur ,Stratum 3,It is not classified by the SISBEN,Two,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,"Yes, less than 20 hours per week",COLEGIO INTERNACIONAL DE EDUCACION INTEGRAL - CIEDI,PRIVATE,ACADEMIC,74,64,59,75,96,EK201830236117,FUNDACION UNIVERSITARIA LOS LIBERTADORES-BOGOTÁ D.C.,AERONAUTICAL ENGINEERING,95,70,1,99,96,79,171,83,5,4,4,2
SB11201210058206,F,Complete technique or technology,Complete technique or technology,Technical or professional level employee,Independent,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,CENT EDUC PAULO FREIRE                                                                              ,PRIVATE,ACADEMIC,65,62,57,63,82,EK201830008934,FUNDACION UNIVERSIDAD DE AMERICA-BOGOTÁ D.C.,MECHANICAL ENGINEERING,99,85,95,96,64,164,192,97,5,4,4,4
